trade_id,ticker,trade_date,open_price,high_price,low_price,close_price,volume,market_cap_usd,pe_ratio,dividend_yield,beta,sector,portfolio,currency,analyst_rating,shares_held,purchase_price
Trd00120,INTC,22-08-2022,674.96,719.06,648.31,716.79,2167354,1511105139,76.02,2.482,1.213,Financial,Portfolio_A,Usd,Sell,362,656.81
Trd00934,INTC,22-08-2022,104.18,108.97,100.29,101.02,30096225,277145137.4,66.05,2.401,2.144,Financial,Portfolio_C,Usd,Sell,4682,93.8
Trd00305,JPM,23-08-2022,752.75,818.29,748.48,801.76,7204119,7323335972,35.34,3.667,1.455,Consumer,Portfolio_A,Eur,Buy,2373,839.01
Trd00655,BAC,25-08-2022,458.38,470.12,412.54,438.495,25562169,676832052,65.52,1.802,2.044,Energy,Portfolio_A,Eur,Buy,3216,396.04
Trd00414,JPM,25-08-2022,374.41,394.75,365.64,388.02,971296,3615498188,47.56,0.942,2.051,Consumer,Portfolio_B,Gbp,Sell,4301,436.15
Trd00322,AAPL,29-08-2022,574.66,587.96,546.92,567.63,32407452,3741835692,17.3,3.398,1.267,Technology,Portfolio_C,Gbp,Sell,1656,561.41
Trd01494,AMD,29-08-2022,488.41,503.3,474.9,495.6,38389236,1427118361,47.47,2.785,0.948,Technology,Portfolio_B,Usd,Buy,4724,593.35
Trd01652,GS,30-08-2022,630.33,660.78,575.83,602.28,19354921,1949394570,53.74,2.406,1.241,Healthcare,Portfolio_B,Gbp,Sell,3139,552.05
Trd00918,AMZN,31-08-2022,600.48,627.68,590.27,601.73,24784670,2975012691,53.03,3.776,1.456,Energy,Portfolio_B,Usd,Buy,787,605.57
Trd01202,BRK,31-08-2022,427.66,439.08,396.92,438.495,23116418,2171811787,69.91,4.355,2.473,Technology,Portfolio_A,Eur,Sell,1834,375.06
Trd01643,GOOGL,01-09-2022,633.91,650.88,604.93,636.89,46437023,3856770828,76.06,4.609,0.846,Financial,Portfolio_A,Gbp,Buy,1130,642
Trd01317,GS,01-09-2022,198.26,211.13,192.45,201.41,1983281,234993304.8,21.42,1.499,1.174,Consumer,Portfolio_A,Usd,Sell,2106,229.66
Trd01087,BAC,02-09-2022,541.2,999999,520.91,999999,2379124,1747665119,15.19,2.739,2.434,Technology,Portfolio_A,Usd,Sell,1399,570.07
Trd01836,BRK,02-09-2022,776.13,799.71,760.03,760.2,4303482,6825255767,40.05,3.52,1.228,Healthcare,Portfolio_A,Usd,Buy,188,759.57
Trd00855,JPM,02-09-2022,225.42,240.82,225.02,232.39,14358877,401497879.1,59.3,0.619,1.29,Financial,Portfolio_C,Usd,Buy,3155,187.19
Trd01782,BAC,05-09-2022,771.91,799.2,698.71,713.2,22441137,5756513208,65.46,4.944,2.188,Technology,Portfolio_A,Eur,Sell,2321,680.42
Trd01058,GOOGL,05-09-2022,783.04,826.21,748.28,438.495,25562169,1949394570,14.08,1.461,2.419,Energy,Portfolio_A,Eur,Sell,214,740.09
Trd00675,WFC,06-09-2022,795.97,822.14,735.88,755.47,1489819,4602534772,53.77,0.896,1.976,Healthcare,Portfolio_B,Usd,Sell,1661,847.89
Trd01854,BAC,08-09-2022,712.5,735.91,671.89,693.08,39359960,4402423368,65.34,1.312,0.727,Financial,Portfolio_A,Eur,Sell,3427,730.8
Trd01916,TSLA,08-09-2022,252.19,261.75,233.7,237.97,26496776,279410571.7,50.21,4.184,0.405,Consumer,Portfolio_A,Usd,Buy,1933,268.11
Trd01043,JPM,09-09-2022,361,375.61,333.28,345.66,25562169,641523183.4,67.04,3.017,1.402,Healthcare,Portfolio_C,Usd,Sell,1484,384.72
Trd00518,WFC,09-09-2022,358.58,386.91,349.16,438.495,43148812,2898611790,29.03,4.356,0.356,Technology,Portfolio_B,Eur,Buy,2425,317.01
Trd01072,AMD,12-09-2022,706.21,729.01,631.21,661.88,28578798,1949394570,77.16,4.561,1.402,Consumer,Portfolio_B,Usd,Sell,4928,650.39
Trd01792,BAC,12-09-2022,427.21,455.54,422.19,454.66,2020002,4250882316,79.96,3.815,2.482,Energy,Portfolio_C,Usd,Sell,3821,476.49
Trd01577,AAPL,13-09-2022,176.99,196.5,171.27,438.495,4599455,583171538.4,25.16,4.988,0.856,Energy,Portfolio_C,Eur,Buy,969,192.56
Trd00552,NFLX,16-09-2022,357.14,369.04,316.76,329.91,40944347,1949394570,43.79,0.554,0.409,Energy,Portfolio_B,Usd,Sell,2127,352.21
Trd01473,TSLA,16-09-2022,483.83,495.2,434.31,455.24,11770491,2102910618,59.48,2.786,0.63,Energy,Portfolio_C,Eur,Sell,1963,468.99
Trd00118,GS,19-09-2022,652.05,698.62,622.51,698.62,41298811,1949394570,73.63,2.286,2.445,Healthcare,Portfolio_B,Eur,Sell,1556,695.28
Trd00191,INTC,19-09-2022,93.12,95.6,85.41,86.22,25562169,357911721.9,73.16,1.652,2.445,Technology,Portfolio_A,Eur,Buy,1571,92.67
Trd00314,MSFT,19-09-2022,542.59,542.72,518.61,538.36,18649192,3262786769,14.23,2.119,2.236,Energy,Portfolio_B,Usd,Sell,1691,644.09
Trd01451,BAC,22-09-2022,604.38,634.15,557.56,557.75,24031123,3006961879,69.08,3.237,1.402,Healthcare,Portfolio_C,Usd,Sell,1962,509.8
Trd01902,AAPL,23-09-2022,617.24,630.34,576.48,604.47,11910921,2343906170,38.31,2.365,1.014,Financial,Portfolio_B,Usd,Sell,2718,576.14
Trd00088,BAC,26-09-2022,413.56,416.31,380.79,399.01,41677609,749100177,78.42,2.406,1.402,Consumer,Portfolio_C,Usd,Sell,3993,412.76
Trd01053,GS,26-09-2022,531.35,597.45,530.87,570.28,33333286,2043743231,7.85,3.678,0.41,Technology,Portfolio_A,Usd,Buy,696,636.7
Trd00666,INTC,26-09-2022,640.93,715.95,610.06,689.34,36925952,5157455758,43.73,4.231,2.454,Technology,Portfolio_A,Eur,Buy,3391,795.02
Trd01921,AMZN,27-09-2022,688.29,699.48,642.01,655.23,6365516,2864225901,43.73,0.14,1.81,Consumer,Portfolio_A,Gbp,Buy,3752,698.52
Trd01022,BAC,27-09-2022,535.32,542.89,531.14,536.64,46223360,1722574689,9.49,2.406,1.832,Financial,Portfolio_C,Eur,Buy,504,456.75
Trd00330,JPM,27-09-2022,273.63,280.04,255.75,261.96,4920603,1669740899,75.82,0.911,1.02,Energy,Portfolio_C,Usd,Sell,77,273.7
Trd00175,AMD,28-09-2022,354.63,372.49,337.58,357.26,14193286,2555078863,63.12,4.864,0.574,Technology,Portfolio_B,Gbp,Buy,4732,355.67
Trd00900,BAC,28-09-2022,508.73,535.83,504.18,530.22,25562169,1619907465,43.75,3.535,2.271,Healthcare,Portfolio_A,Usd,Buy,3457,582.96
Trd01274,BAC,29-09-2022,439.76,466.3,423.84,453.68,47791697,3960287955,43.73,3.506,1.558,Healthcare,Portfolio_B,Usd,Sell,3278,406.04
Trd01449,BAC,29-09-2022,535.43,602.17,522.11,573.85,33983102,5677929559,71.76,2.406,1.683,Technology,Portfolio_B,Eur,Sell,2260,580.23
Trd01101,INTC,29-09-2022,119.11,123.63,115.93,121.22,25562169,668153124.1,70.7,2.406,0.804,Technology,Portfolio_A,Usd,Sell,3325,96.99
Trd00080,META,29-09-2022,179.29,189.57,179.11,438.495,33315022,1949394570,74.07,2.406,1.005,Consumer,Portfolio_A,Usd,Buy,31,201.82
  Trd01927  ,GS,30-09-2022,533.55,567.85,514.26,543.46,25562169,3207910689,43.73,4.644,1.519,Technology,Portfolio_C,Eur,Buy,3524,505.83
Trd00071,AMD,03-10-2022,766.98,813.49,759.03,777.88,38233973,5856425934,54.78,2.406,1.38,Energy,Portfolio_C,Eur,Sell,1821,854.76
Trd00517,AMD,03-10-2022,760.29,798.01,734.15,778.4,34043442,7180695631,30.77,2.406,0.688,Financial,Portfolio_B,Usd,Buy,134,742.53
Trd00638,MSFT,04-10-2022,681.89,686.25,662.03,438.495,42581292,3134675636,32.41,4.287,1.778,Technology,Portfolio_C,Usd,Sell,1403,640.3
Trd00347,INTC,05-10-2022,335.96,350.22,323.18,438.495,47108857,3236582477,64.38,0.889,2.427,Healthcare,Portfolio_B,Gbp,Sell,3971,368.87
Trd00515,NFLX,05-10-2022,397.4,446.37,391.01,426.85,23498801,3306732678,54.28,2.599,1.402,Technology,Portfolio_A,Usd,Sell,683,402.49
Trd00797,AMZN,06-10-2022,650.09,690.53,643.82,690.38,23738689,1732564531,9.96,0.039,0.879,Energy,Portfolio_A,Usd,Sell,4407,778.52
Trd01845,BAC,06-10-2022,537.88,577.19,523.3,558.71,25562169,1949394570,60.28,2.607,1.601,Consumer,Portfolio_C,Gbp,Buy,2486,467.69
Trd00670,NFLX,06-10-2022,424.52,428.79,394.74,400.31,43249094,2518320587,65.85,4.778,1.089,Technology,Portfolio_C,Usd,Sell,4707,354.1
Trd01553,NFLX,06-10-2022,733.65,749.56,721.1,734.53,49681904,1949394570,20.33,1.792,1.871,Healthcare,Portfolio_C,Eur,Buy,2302,588.03
Trd01848,AMZN,07-10-2022,446.78,459.29,434.76,457.54,22894221,2142151493,27.64,2.406,1.061,Technology,Portfolio_B,Eur,Buy,364,385.6
Trd00557,BRK,07-10-2022,724.34,739.46,654.05,438.495,3453764,4829393614,49.66,0.619,1.469,Healthcare,Portfolio_A,Usd,Sell,1892,796.34
Trd00421,NFLX,11-10-2022,605.93,645.67,598.9,615.58,30827286,4108707793,39.96,4.301,1.643,Financial,Portfolio_A,Usd,Sell,4829,675.02
Trd01833,AAPL,12-10-2022,613.66,630.71,579.39,602.97,46448182,4683913771,11.55,3.595,1.816,Technology,Portfolio_B,Eur,Sell,614,632.47
Trd01041,GS,12-10-2022,530.39,539.85,503.58,438.495,48911078,2346385501,45.86,4.545,0.893,Energy,Portfolio_B,Eur,Sell,290,496.25
Trd01149,BRK,14-10-2022,715.28,736.79,704.67,709.31,2285278,1988522213,57.69,3.445,0.595,Healthcare,Portfolio_A,Usd,Sell,1563,698.47
Trd01631,INTC,14-10-2022,182.39,186.52,161.14,168.72,8849913,749966642.6,64.01,2.808,1.402,Financial,Portfolio_B,Usd,Sell,1160,162.08
Trd01964,NVDA,14-10-2022,663.85,679.24,657.47,665.41,17728790,1559876081,25.83,1.015,1.53,Healthcare,Portfolio_A,Usd,Buy,2848,695.45
Trd00774,MSFT,18-10-2022,385.99,387.17,346.61,361.22,1100012,484076701.5,38.63,0.168,2.412,Financial,Portfolio_C,Gbp,Sell,2800,426.7
Trd01185,AAPL,19-10-2022,185.98,203.04,182.18,197.08,29800049,1949394570,47.12,2.483,1.274,Financial,Portfolio_B,Eur,Buy,4019,202.62
Trd01353,AMD,21-10-2022,577.05,647.92,552.23,618.32,38802943,4597010101,63.39,3.932,1.526,Energy,Portfolio_B,Usd,Sell,4092,620.17
Trd00442,META,21-10-2022,570.05,571.75,525.24,542.85,45333662,4926513577,32.2,2.063,2.076,Financial,Portfolio_A,Usd,Buy,3267,550.89
Trd00255,AAPL,24-10-2022,452.69,472.29,428.51,443.75,11308658,2613176744,43.73,3.914,1.402,Technology,Portfolio_B,Usd,Sell,2966,531.57
Trd01974,GS,24-10-2022,498.06,531.4,477.91,523.06,33632222,4530548526,32.49,0.592,1.402,Consumer,Portfolio_C,Usd,Sell,1766,596.93
Trd00240,MSFT,24-10-2022,340.51,362.6467948,354.35,336.92,4333948,786745261.2,43.73,2.579,2.234,Technology,Portfolio_C,Usd,Sell,1208,323.88
Trd00938,INTC,26-10-2022,448.3,463.55,434.57,445.03,40832100,3398156514,77.88,2.598,0.394,Technology,Portfolio_A,Usd,Buy,2950,426.84
Trd01432,INTC,26-10-2022,246.15,254.75,234.08,438.495,26454033,2043134759,32.2,3.942,1.402,Technology,Portfolio_A,Usd,Sell,954,291.19
Trd01155,META,26-10-2022,485.71,509.9,474.08,506.32,47555750,3563141938,77.9,3.261,1.583,Technology,Portfolio_B,Usd,Sell,4785,456.75
Trd01386,JPM,28-10-2022,462.88,499.76,460.23,438.495,36687756,989133253.9,38.96,3.523,1.402,Technology,Portfolio_A,Usd,Buy,2043,564.87
Trd00131,NVDA,28-10-2022,219.15,242.02,214.13,233.99,38294361,831249475,47,2.644,2.076,Consumer,Portfolio_C,Eur,Sell,745,273.44
Trd01526,TSLA,28-10-2022,562.96,608.32,557.79,438.495,42278491,750846487,24.09,1.379,0.84,Consumer,Portfolio_C,Eur,Sell,3761,659.46
Trd01454,AMZN,31-10-2022,746.75,810.69,735.99,781.25,43224518,6268855469,43.73,1.326,2.004,Financial,Portfolio_A,Eur,Sell,98,779.94
Trd00600,GS,31-10-2022,554.02,569.8,512.3,536.75,26276557,945912378,53.82,1.045,1.432,Healthcare,Portfolio_B,Eur,Sell,4554,493.47
Trd00829,NFLX,31-10-2022,731.63,761.38,700.59,708.99,15683945,2363962669,7.41,0.757,2.002,Consumer,Portfolio_A,Gbp,Sell,4125,683.76
Trd00656,AMD,03-11-2022,411.21,430.34,393.53,401.87,38741489,2069674304,34.7,4.206,2.081,Technology,Portfolio_B,Gbp,Sell,2966,392.34
Trd01839,AMZN,03-11-2022,334.27,339.57,308.97,322.21,10796208,2140098521,76.02,1.534,1.567,Financial,Portfolio_A,Usd,Sell,2874,368.52
Trd00197,NVDA,07-11-2022,244.82,246.11,219.37,225.66,13553240,2086039628,52.58,0.055,0.475,Energy,Portfolio_A,Usd,Sell,3060,198.95
Trd00818,WFC,07-11-2022,354.34,359.21,320.34,336.22,13635206,1513636551,73.74,2.406,2.442,Technology,Portfolio_A,Eur,Sell,4470,316.83
Trd01024,AMZN,09-11-2022,477.47,495.42,455.83,458.84,3464701,1100295567,67.83,1.67,0.854,Financial,Portfolio_A,Usd,Buy,114,415.86
Trd00533,GOOGL,09-11-2022,633.77,642.39,574.82,597.06,32604619,3497859292,6.5,1.858,1.402,Technology,Portfolio_B,Usd,Sell,4593,534.93
Trd00533,GOOGL,09-11-2022,633.77,688.3566242,642.39,597.06,32604619,3497859292,6.5,1.858,1.402,Technology,Portfolio_B,Usd,Sell,4593,534.93
Trd00291,MSFT,09-11-2022,653.54,653.6,605.87,622.6,32130236,5317073731,44.6,4.38,0.644,Technology,Portfolio_B,Usd,Sell,2954,556.05
Trd00340,WFC,09-11-2022,142.26,153.3,136.77,438.495,40054004,906090767.8,44.99,0.412,2.494,Technology,Portfolio_A,Gbp,Sell,2192,155.78
Trd01698,AMZN,10-11-2022,227.4,243.91,220.24,236.7,20906293,1554763950,73.88,2.614,1.477,Consumer,Portfolio_B,Usd,Sell,600,222.36
Trd01337,INTC,10-11-2022,734.34,742.92,686.46,708.69,25562169,4022252303,50.77,2.883,1.395,Healthcare,Portfolio_A,Usd,Sell,481,699.25
Trd01056,AMZN,11-11-2022,688.15,702.86,648.86,664.65,30003523,1153171738,39.8,3.678,1.212,Consumer,Portfolio_B,Eur,Sell,4038,534.29
Trd01746,TSLA,11-11-2022,767.56,790.08,746.42,786.54,48215598,2373736820,43.73,4.146,2.223,Healthcare,Portfolio_A,Gbp,Sell,2932,850.31
Trd01832,WFC,11-11-2022,632.03,639.15,586.69,600.34,13690595,4114519641,14.32,0.926,1.422,Financial,Portfolio_B,Gbp,Buy,585,508.85
Trd01707,INTC,15-11-2022,707.73,790.88,699.51,763.72,46313960,1953936379,36.93,2.406,2.054,Healthcare,Portfolio_C,Usd,Buy,1507,834.22
  Trd01737  ,TSLA,15-11-2022,95.61,98.63,92.37,95.85,27658121,403213824.5,8.2,2.434,0.363,Healthcare,Portfolio_C,Usd,Sell,4713,107.98
Trd01860,BRK,16-11-2022,603.91,623.48,574.71,618.1,24439448,3058400831,39.11,0.642,0.608,Financial,Portfolio_C,Usd,Sell,2765,565.04
Trd00087,AAPL,18-11-2022,225.3,236.45,217.8,230.89,22246915,1347575632,72.63,4.718,0.97,Healthcare,Portfolio_C,Usd,Buy,53,198.92
Trd01608,AMD,18-11-2022,720.28,738.54,669.31,673.55,32622998,5732167123,79.35,0.777,1.912,Energy,Portfolio_B,Eur,Buy,4994,645.77
Trd01215,JPM,18-11-2022,493.04,493.68,458.35,459.27,11189588,2778514150,5.76,4.729,1.056,Financial,Portfolio_A,Usd,Sell,4448,538.73
Trd00839,MSFT,18-11-2022,218.76,221.61,203.36,211.95,44988828,1544262613,72.03,3.631,0.431,Healthcare,Portfolio_B,Usd,Sell,2188,215.58
Trd01829,TSLA,18-11-2022,582.45,582.95,548.01,554.88,20699805,1099200000,73.74,1.099,2.092,Financial,Portfolio_A,Usd,Sell,2057,489.74
Trd00812,NFLX,21-11-2022,281.53,295.12,262.14,267.17,24056747,2401700000,16.47,4.632,1.461,Healthcare,Portfolio_A,Eur,Buy,4592,243.3
Trd01718,GOOGL,22-11-2022,626.6,681.4,611.86,655.81,25562169,4423460092,-30,0.449,0.48,Technology,Portfolio_A,Gbp,Sell,2934,757.65
Trd01496,NVDA,23-11-2022,436.03,437.97,414.54,420.15,17892140,1661915509,19.67,2.173,0.311,Energy,Portfolio_A,Usd,Sell,2205,346.85
Trd00519,WFC,23-11-2022,185.72,208.68,185,199.86,36579443,391795551,79.05,0.064,1.402,Consumer,Portfolio_A,Usd,Sell,3578,199.23
Trd01724,NFLX,29-11-2022,399.89,400.67,354.95,438.495,3152562,2888817356,40.01,2.326,1.99,Financial,Portfolio_C,Gbp,Sell,902,331.03
Trd00317,TSLA,29-11-2022,238.65,244.72,235.98,239.56,5492601,1949394570,34.87,3.399,1.832,Technology,Portfolio_A,Usd,Sell,2016,230.9
Trd01891,BRK,30-11-2022,330.38,346.89,310.7,320.75,2926776,2401859395,31.83,2.198,0.797,Energy,Portfolio_C,Usd,Sell,4250,362.82
Trd00955,AMZN,01-12-2022,393.01,414.9,377.17,410.94,47281789,2492187957,37.75,3.474,2.428,Healthcare,Portfolio_C,Usd,Buy,4057,424.63
Trd01411,GS,01-12-2022,339.85,360.22,323.63,353.23,25562169,627345664,5.54,0.226,2.075,Financial,Portfolio_C,Usd,Sell,3679,371.32
Trd01243,META,01-12-2022,616.65,629.34,568.15,580.87,4971206,1949394570,33.84,2.213,2.493,Technology,Portfolio_B,Gbp,Buy,483,639.76
Trd00926,MSFT,01-12-2022,624.58,630.66,584.44,595.9,7729799,3468137404,78.88,4.907,1.42,Energy,Portfolio_C,Gbp,Buy,1119,513.02
Trd01607,GOOGL,02-12-2022,591.07,606.7,533.29,548.37,41824884,1544510975,75.51,3.228,1.217,Healthcare,Portfolio_B,Gbp,Sell,740,619.28
Trd00471,WFC,08-12-2022,333.59,367.6,332.26,355.28,41261111,1949394570,35.71,3.141,1.094,Healthcare,Portfolio_A,Usd,Buy,3655,298.9
Trd01510,BRK,09-12-2022,724.15,762.36,707.41,735.42,24040944,4571974500,75.96,3.525,1.903,Energy,Portfolio_C,Eur,Sell,3386,643.01
Trd01339,NVDA,10-12-2022,126.32,127.29,122.03,123.92,45705274,1151114070,54.88,3.283,0.756,Healthcare,Portfolio_A,Usd,Sell,2335,115.14
Trd01527,GS,12-12-2022,276.99,284.97,263.98,271.38,28203739,1634463936,65.34,1.764,1.402,Healthcare,Portfolio_B,Usd,Buy,567,229.09
Trd00041,BRK,13-12-2022,645.78,681.07,632.71,650.64,24915294,2910327034,24.12,4.438,1.222,Healthcare,Portfolio_A,Gbp,Buy,4794,720.88
Trd01169,WFC,13-12-2022,645.18,657.81,591.73,600.41,27928200,5520497364,73.29,1.005,0.815,Consumer,Portfolio_B,Eur,Sell,2199,656.8
Trd00013,INTC,14-12-2022,501.2,512.18,489.87,499.29,24942220,4703979850,13.5,2.302,0.498,Technology,Portfolio_A,Usd,Buy,4552,467.46
Trd01330,META,16-12-2022,179.77,186.62,173.39,179.68,1744059,825832458.7,32.84,4.836,1.815,Financial,Portfolio_B,Usd,Sell,1458,175.07
Trd01079,BRK,19-12-2022,659.58,676.54,658.48,674.93,25562169,1397629521,32.75,4.309,1.402,Consumer,Portfolio_A,Gbp,Buy,3460,611.39
Trd00490,MSFT,19-12-2022,196.62,196.84,195.18,195.41,27150552,1876114019,75.45,2.399,1.402,Financial,Portfolio_B,Gbp,Buy,465,162.66
Trd00328,MSFT,20-12-2022,306.54,328.94,296.82,319.16,25758177,2284074604,79.38,4.75,0.554,Healthcare,Portfolio_B,Usd,Sell,2293,304.39
Trd01967,META,21-12-2022,378.8,400.5,369.22,392.15,42021585,3577071518,60.25,3.122,0.569,Energy,Portfolio_B,Usd,Sell,3748,405.51
Trd01788,MSFT,21-12-2022,233.28,237.66,207.58,217.96,16211547,720529116.6,72.9,4.26,0.759,Healthcare,Portfolio_C,Usd,Buy,4394,240.4
Trd01135,TSLA,21-12-2022,343.01,353.43,316.07,323.36,3389328,1223319061,11.21,2.406,1.829,Technology,Portfolio_B,Eur,Buy,1086,382.36
Trd01012,GOOGL,23-12-2022,373.1,388.78,368.59,385.49,23733899,1394909057,19.45,3.141,1.322,Energy,Portfolio_A,Gbp,Sell,872,428.31
Trd01110,AMD,27-12-2022,167.98,179.98,160.55,175.34,6339397,1496910544,37.06,3.791,0.775,Energy,Portfolio_A,Usd,Sell,2681,188.93
Trd01458,META,27-12-2022,606.31,650.1681234,626.18,588.29,10948835,5016816521,27.8,2.841,2.18,Consumer,Portfolio_A,Usd,Buy,2450,574.8
Trd01503,META,27-12-2022,626.93,631.41,597.63,600.89,32468179,3821272225,40,2.406,1.402,Consumer,Portfolio_A,Eur,Sell,168,615.06
Trd00093,NFLX,27-12-2022,179.83,184.9,170.7,176.22,12534557,1540666789,11.51,4.175,0.868,Technology,Portfolio_C,Usd,Buy,4713,189.1
Trd00499,NFLX,27-12-2022,577.32,613.15,549.78,604.43,35573378,2306403940,75.43,2.406,1.127,Energy,Portfolio_C,Usd,Sell,3241,503.26
Trd01192,AMD,29-12-2022,799.71,823.15,736.99,753.15,27970803,7194174659,13.57,1.539,0.536,Technology,Portfolio_A,Usd,Sell,381,653.86
Trd01547,META,29-12-2022,423.89,446.77,418.87,441.53,42999669,3227052698,43.73,3.634,2.063,Consumer,Portfolio_C,Usd,Buy,601,499.66
Trd01483,NVDA,30-12-2022,604.82,630.18,560.7,567.04,13876491,1380599506,43.73,4.675,1.833,Technology,Portfolio_C,Usd,Buy,2185,461.92
Trd00559,TSLA,30-12-2022,156.64,162.29,153.18,154.39,33574848,621519022.8,61.52,4.95,1.15,Healthcare,Portfolio_A,Usd,Buy,4601,160.12
Trd01145,WFC,30-12-2022,687.14,639.62,617.71,639.62,25562169,2726964863,43.73,3.917,1.135,Technology,Portfolio_A,Eur,Sell,4957,667.46
Trd01598,BRK,02-01-2023,209.55,214.12,197,205.67,20335777,1637662800,27.52,0.63,0.594,Healthcare,Portfolio_A,Usd,Buy,1977,190.08
Trd00214,GOOGL,02-01-2023,298.07,306.61,290.83,290.84,35348960,643695522.4,39.35,0.609,0.49,Technology,Portfolio_B,Usd,Sell,2341,331
Trd00641,WFC,02-01-2023,402.98,446.59,398.24,429.87,3399027,1479521837,26.79,1.961,1.402,Energy,Portfolio_B,Usd,Sell,4517,349.69
Trd01994,AMD,03-01-2023,741.66,827.07,706.2,789.54,32085762,1836717166,42.11,0.997,1.506,Technology,Portfolio_B,Usd,Sell,4518,655.55
Trd01562,META,03-01-2023,97.98,98.81,93.01,93.8,37475827,1949394570,74.29,4.443,1.48,Healthcare,Portfolio_A,Gbp,Sell,2483,101.96
Trd01029,GS,04-01-2023,655.93,720.41,638.86,708.24,19979680,2911715580,23.76,2.38,2.094,Consumer,Portfolio_A,Usd,Sell,1237,645.68
Trd00022,META,04-01-2023,356.5,373.42,343.82,350.6,25562169,1703670580,18.62,4.503,2.2,Financial,Portfolio_C,Usd,Buy,1723,353.01
Trd00963,META,04-01-2023,637.71,674.22,606.78,438.495,6484726,3734534454,33.48,0.118,1.599,Technology,Portfolio_B,Usd,Sell,660,628.57
Trd01177,META,04-01-2023,223.01,231.48,214.25,221.23,41300444,537393332.7,57.53,2.406,1.244,Healthcare,Portfolio_B,Usd,Sell,2955,204.41
Trd01790,NVDA,04-01-2023,567.61,587.7,531.24,548.67,29589899,5310067764,75.44,1.926,1.402,Consumer,Portfolio_B,Usd,Sell,3793,516.72
Trd01269,GS,05-01-2023,181.18,187.74,177.38,177.7,42708146,783432564.9,25.4,1.848,2.177,Energy,Portfolio_C,Eur,Sell,1426,161.24
Trd01003,TSLA,05-01-2023,96.56,101.66,92.62,99.62,11946816,529100000,62.2,1.517,0.818,Energy,Portfolio_A,Usd,Sell,2209,81.48
Trd00161,BRK,06-01-2023,723.69,755.18,649.55,676.04,6147255,2687805916,55.2,0.279,1.197,Technology,Portfolio_B,Eur,Sell,4132,695.6
Trd01223,GS,11-01-2023,273.94,276.84,265.68,271.14,25861961,2202183625,10.05,4.176,1.778,Energy,Portfolio_C,Eur,Buy,272,243.7
Trd00281,JPM,11-01-2023,568.89,597.03,551.24,438.495,26040334,2769178871,40.5,3.478,1.627,Technology,Portfolio_B,Eur,Sell,684,474.91
Trd00737,NFLX,12-01-2023,565.53,594.39,550.94,586.72,26779369,5584506570,7.78,2.406,0.465,Financial,Portfolio_C,Usd,Buy,307,515.84
Trd01358,BAC,16-01-2023,645.9,688.66,617.47,680.25,45448137,3243698658,32.06,4.623,2.278,Consumer,Portfolio_C,Usd,Sell,3757,629.13
Trd00335,NFLX,16-01-2023,285.85,288.8,264.21,270.56,10307344,1608483258,33.12,1.822,0.642,Technology,Portfolio_C,Usd,Buy,2387,247.06
Trd01271,TSLA,16-01-2023,273.33,300.94,261.8,293.67,42847645,2378507629,79.01,2.406,1.402,Technology,Portfolio_C,Usd,Buy,3606,235.61
Trd00979,GOOGL,18-01-2023,513.55,547.06,489.74,529.03,34217550,4576922090,26.15,1.843,0.563,Financial,Portfolio_C,Usd,Sell,2303,562.01
Trd01881,BRK,20-01-2023,56.29,58.1,55.56,56.95,42091001,520135683.1,70.62,0.851,0.962,Energy,Portfolio_A,Usd,Sell,2275,45.86
Trd01395,GOOGL,20-01-2023,777.23,838.51,773.45,438.495,44714532,6542109613,43.73,0.265,2.066,Financial,Portfolio_A,Usd,Sell,2766,737.84
Trd01755,AMD,25-01-2023,331.99,351.7,318.82,345.42,15483376,1777624929,58.68,0.184,1.422,Consumer,Portfolio_C,Usd,Sell,3384,356.57
Trd01691,INTC,25-01-2023,525.36,530.16,519.96,528.48,6543205,688348899.4,74.09,2.879,2.42,Energy,Portfolio_C,Usd,Buy,2763,491.43
Trd01013,GOOGL,26-01-2023,369.9,382.97,369.14,370.38,25562169,2089906188,76.72,1.989,1.697,Technology,Portfolio_B,Usd,Sell,468,417.48
Trd01090,AAPL,30-01-2023,777.14,802.54,727.22,752.67,37581350,2312883406,74.43,0.287,1.137,Technology,Portfolio_C,Usd,Sell,4762,651.76
Trd01654,GOOGL,30-01-2023,456.2,502.58,454.03,479.51,17355908,517555761.9,49.88,1.748,1.17,Energy,Portfolio_B,Usd,Sell,89,446.6
Trd00990,GS,31-01-2023,449.16,454.24,429.18,434.87,8687920,1297605984,23.59,3.285,1.7,Consumer,Portfolio_C,Gbp,Buy,2005,479.6
Trd01781,AMD,01-02-2023,225.08,251.07,214.45,240.97,20224340,1711207731,42.01,1.056,1.402,Financial,Portfolio_A,Eur,Buy,428,262.85
Trd01372,MSFT,01-02-2023,351.1,367.05,341.35,365.44,32669948,1949394570,63.59,4.359,1.575,Technology,Portfolio_A,Usd,Sell,3651,354.33
Trd01669,AMD,03-02-2023,137.94,140.47,136.48,138.95,9563125,1949394570,61.1,1.703,2.464,Healthcare,Portfolio_B,Usd,Sell,669,159.5
Trd01239,WFC,03-02-2023,437.56,447.78,429.83,447.13,43067392,2537952357,43.73,4.66,1.11,Energy,Portfolio_B,Gbp,Sell,1819,436.59
Trd01115,BAC,06-02-2023,347.56,366.85,338.54,363.02,39480363,943790649.6,41.59,3.512,1.919,Healthcare,Portfolio_B,Usd,Buy,4423,386.86
