trade_id,ticker,company_name,exchange,sector,trade_date,open_price_inr,high_price_inr,low_price_inr,close_price_inr,prev_close_inr,volume,market_cap_cr,pe_ratio,pb_ratio,dividend_yield,beta,52w_high_inr,52w_low_inr,nifty50_weight,portfolio,analyst_rating,shares_held,purchase_price_inr,currency
IN003351,LT,Larsen & Toubro,NSE,INFRASTRUCTURE,07-07-2022,3217.27,3256.16,3134.76,3144.15,3239.6,1556954,1998402.25,73.22,5.54,1.128,1.912,3581.53,2514.97,0.5,SECTORAL_PORTFOLIO,BUY,1611,3463.33,INR
IN004259,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,09-07-2022,3017.23,3081.63,2915.04,2988.54,3065.21,3006493,253627.44,51.7,3.46,1.998,0.85,3274.37,2119.88,0.5,NIFTY50_PORTFOLIO,SELL,1773,3311.64,INR
IN004273,ASIANPAINT,Asian Paints,BSE,PHARMACEUTICALS,09-07-2022,2852.4,2880.84,2798.52,2834.39,2787,3266165,906487.94,36.86,4.85,0.572,1.303,3681.02,2353.54,5.1,NIFTY50_PORTFOLIO,HOLD,1913,2292.79,INR
IN004330,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,09-07-2022,2860.99,2903.31,2703.15,2738.18,2779.93,2025456,912732.62,16.14,7.6,0.352,0.97,3177.82,2738.18,0.5,MIDCAP_PORTFOLIO,BUY,380,2486.41,INR
IN004333,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,09-07-2022,3099.23,3126.69,2853.59,2903.76,2926.95,144827,1583748.83,19.78,4.05,2.955,1.937,3313.78,2840.72,3.5,MIDCAP_PORTFOLIO,SELL,1746,3703.17,INR
IN002073,HINDUNILVR,Hindustan Unilever,NSE,FMCG,09-07-2022,2580.14,2702.96,2549.72,2688.65,2764.42,3272714,1398609.34,22.98,12.45,0.06,1.572,2736.83,2081.43,2.3,MIDCAP_PORTFOLIO,BUY,812,2127.27,INR
IN004394,ICICIBANK,ICICI Bank,NSE,FINANCE,09-07-2022,931.43,975.14,909.65,950.93,946.68,1320029,58012.17,45.8,3.43,2.305,1.029,1143.65,703.7,2.3,MIDCAP_PORTFOLIO,BUY,402,846.09,INR
IN002289,NESTLEIND,Nestle India,BSE,FMCG,09-07-2022,21473.56,21769.76,20747.97,20883.75,20068.43,1491394,10759084.95,78.94,5.45,2.034,1.234,23949.08,13852.59,2.3,NIFTY50_PORTFOLIO,HOLD,714,26951.81,INR
IN003288,INFY,Infosys,NSE,TECHNOLOGY,10-07-2022,1483.3,1509.14,1396.4,1407.84,1452.82,1873194,454101.71,21.48,10.77,1.485,0.967,1843.32,1407.84,3.5,SECTORAL_PORTFOLIO,HOLD,1801,1720.37,INR
IN003306,INFY,Infosys,NSE,ENERGY,10-07-2022,1556.12,1660.65,1524.15,1650.04,1665.03,4907677,468927.17,11.3,11.26,3.456,1.897,1968.19,1318.82,5.1,MIDCAP_PORTFOLIO,BUY,1593,1274.59,INR
IN003313,INFY,Infosys,NSE,TECHNOLOGY,10-07-2022,1505.56,1618.81,1489.57,1597.42,1550.11,2388298,1453727.7,11.47,8.83,3.872,1.245,1868.79,1107.07,0,SECTORAL_PORTFOLIO,HOLD,1796,1523.66,INR
IN001701,ULTRACEMCO,UltraTech Cement,BSE,INFRASTRUCTURE,10-07-2022,9577.49,10293.24,9387.2,10127.6,10275.07,3861466,8265039.45,71.44,4.19,0.283,1.83,12390.21,6987.91,0,NIFTY50_PORTFOLIO,BUY,1924,9759.79,INR
IN001739,ULTRACEMCO,UltraTech Cement,BSE,INFRASTRUCTURE,10-07-2022,9776.72,10035.94,8971.32,9217.39,9570.92,2980768,4636858.27,55.16,8.13,1.627,0.432,12594.96,6370.38,5.1,SECTORAL_PORTFOLIO,HOLD,925,9170.2,INR
IN001787,ULTRACEMCO,UltraTech Cement,BSE,INFRASTRUCTURE,10-07-2022,9914.89,9973.81,9848.7,9894.17,9951.13,1335051,3707481.1,12.29,2.07,1.214,1.139,13019.49,8710.45,0,MIDCAP_PORTFOLIO,BUY,1835,9818.12,INR
IN001818,ULTRACEMCO,UltraTech Cement,BSE,INFRASTRUCTURE,10-07-2022,9686.38,9716.48,8846.13,9024.69,9335.66,3754327,3785522.4,43.495,12.24,1.739,1.834,12350.11,6571.98,3.5,SECTORAL_PORTFOLIO,HOLD,1280,7686.83,INR
IN003561,POWERGRID,Power Grid Corporation,BSE,UTILITIES,11-07-2022,250.5,263.84,248.18,257.75,250.83,51912,233423.75,63.54,13.17,3.674,1.1515,268.32,180.37,2.3,SECTORAL_PORTFOLIO,BUY,1492,238.22,INR
IN003571,POWERGRID,Power Grid Corporation,BSE,UTILITIES,11-07-2022,237.88,238.62,220.95,222.64,215.05,4030112,99309.56,10.41,8.885,1.199,1.201,322.53,150.95,5.1,MIDCAP_PORTFOLIO,SELL,382,189.56,INR
IN003626,POWERGRID,Power Grid Corporation,BSE,UTILITIES,11-07-2022,247.19,253.86,238.87,245.87,246.12,1181143,152061.85,21.18,8.93,0.471,1.227,305.09,152.24,2.3,MIDCAP_PORTFOLIO,BUY,1390,203.88,INR
IN003638,POWERGRID,Power Grid Corporation,BSE,UTILITIES,11-07-2022,250.36,254.14,248.8,251.3,259.66,369469,219643.52,46.8,9.01,2.201,1.337,289.84,163.59,2.3,SECTORAL_PORTFOLIO,SELL,724,215.42,INR
IN003662,POWERGRID,Power Grid Corporation,BSE,UTILITIES,11-07-2022,245.16,253.28,240.49,252.94,255.29,1310057,170231.31,62.3,10.74,0.784,0.929,299.67,226.13,2.3,SECTORAL_PORTFOLIO,SELL,322,187.55,INR
IN003726,POWERGRID,Power Grid Corporation,BSE,UTILITIES,11-07-2022,250.29,263.58,245.5,261.35,258.69,970962,65329.88,47.28,4.76,2.663,1.069,297.85,178.45,1.2,NIFTY50_PORTFOLIO,HOLD,549,281.18,INR
IN003741,POWERGRID,Power Grid Corporation,BSE,UTILITIES,11-07-2022,241.18,247.11,221.73,227.62,232.73,3412216,60867.22,21.45,11.99,1.9755,1.309,309.06,210.98,0,SECTORAL_PORTFOLIO,BUY,1692,203.8,INR
IN003665,TCS,Tata Consultancy Services,NSE,TECHNOLOGY,12-07-2022,3474.63,3502.63,3421.23,3452.45,3479.65,3856690,1932396.03,65.2,5.03,2.711,1.907,4595.1,2939.25,0,SECTORAL_PORTFOLIO,BUY,1944,2820.82,INR
IN001115,BAJFINANCE,Bajaj Finance,NSE,NBFC,02-08-2022,7346.95,7647.83,7251.35,7466.49,7615.78,2818666,3423400.78,59.99,13.21,2.154,1.933,9247.19,4381.11,0.5,NIFTY50_PORTFOLIO,HOLD,1621,6521.15,INR
IN001340,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,02-08-2022,1515.73,1539.62,1450.82,1493.23,1495.64,4994869,847567.58,17.2,5.25,1.562,0.49,1636.62,1303.34,2.3,MIDCAP_PORTFOLIO,SELL,1887,1249.55,INR
IN001360,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,02-08-2022,1445.64,1460.72,1311.75,1346.61,1293.24,494403,609202.71,40.54,10.28,3.575,0.838,1710.26,1346.61,0.5,MIDCAP_PORTFOLIO,SELL,1390,1262.09,INR
IN001399,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,02-08-2022,1473.56,1492.31,1411.86,1444.33,1425.74,2411753,1288828.09,44.57,3.31,1.836,1.539,1651.69,1100.52,1.2,MIDCAP_PORTFOLIO,HOLD,1179,1636.05,INR
IN001419,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,02-08-2022,1553,1581.92,1534.5,1566.62,1611.09,2397475,326915.77,56.58,11.6,1.138,0.436,1708.57,990.52,1.2,SECTORAL_PORTFOLIO,BUY,578,1538.59,INR
IN001420,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,02-08-2022,1474.22,1539.36,1449.92,1536.75,1544.61,4827520,508451.4,29.85,10.77,3.606,1.273,1879.59,1252.11,0.5,SECTORAL_PORTFOLIO,SELL,743,1492.63,INR
IN001445,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,02-08-2022,1553.95,1600.8,1527.43,1556.41,1511.28,3035580,792193.25,41.4,4.39,1.779,0.736,2089.03,1399.09,5.1,MIDCAP_PORTFOLIO,SELL,1289,1320.64,INR
IN001375,INFY,Infosys,NSE,TECHNOLOGY,02-08-2022,1482.89,1491.91,1421.54,1463.25,1438.45,1530464,526263.63,33.13,11.04,0.094,1.165,1631.3,949.69,2.3,SECTORAL_PORTFOLIO,BUY,713,1745.86,INR
IN003954,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,02-08-2022,286.64,290.61,286.33,290,281.18,3226507,121027.93,75.76,3.28,0.342,1.922,312.86,263.95,0,NIFTY50_PORTFOLIO,HOLD,1757,211.47,INR
IN003976,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,02-08-2022,269.77,275.99,264.48,269.77,273.34,2587746,20237.61,40.515,10.89,1.762,1.383,362.2,180.5,1.2,MIDCAP_PORTFOLIO,SELL,1459,231.72,INR
IN000621,TECHM,Tech Mahindra,NSE,TECHNOLOGY,02-08-2022,1281.58,1287.06,1237.21,1261.02,1273.43,1340905,1099467.57,25.18,5.25,1.345,1.885,1412.12,1161.28,2.3,MIDCAP_PORTFOLIO,BUY,1642,1341.43,INR
IN002108,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,03-08-2022,2920.68,2945.12,2800.93,2875.44,2843.45,3697532,439622.87,48.92,7.76,3.354,1.062,3032.96,2247.37,3.5,NIFTY50_PORTFOLIO,HOLD,1967,3312.92,INR
IN002114,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,03-08-2022,2750.81,2790.84,2689.75,2721.06,2798.73,3008632,2173087.66,24.68,7.1,0.423,1.079,3027.16,1967.29,0,SECTORAL_PORTFOLIO,BUY,1116,2235.46,INR
IN002115,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,03-08-2022,2926.6,3110.94,2875.34,3049.73,2962.84,2829010.5,2282973.17,69.38,3.21,0.453,1.995,3049.73,2122.65,2.3,MIDCAP_PORTFOLIO,BUY,1851,3008.9,INR
IN002145,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,03-08-2022,2719.68,2726.11,2592.58,2605.93,2697.17,627801,616591.68,79.05,1.93,2.741,1.749,2955.48,1970.64,3.5,NIFTY50_PORTFOLIO,HOLD,1098,3007.06,INR
IN002148,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,03-08-2022,2726.28,2781.18,2652.48,2726.28,2624.15,1979021,257445.98,48.92,11.36,3.585,0.91,3197.94,2192.49,3.5,MIDCAP_PORTFOLIO,BUY,118,2396.84,INR
IN002190,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,03-08-2022,2768.86,2788.21,2689.9,2704.14,2802.24,566408,1465764.67,67.36,13.19,0.792,0.446,3841.23,2610.54,0.5,SECTORAL_PORTFOLIO,BUY,302,2571.86,INR
IN002192,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,03-08-2022,2733.5,2797.91,2641.2,2704.16,2734.38,4344452,1867365.92,48.92,12.46,1.95,1.371,3118.85,2112.84,3.5,NIFTY50_PORTFOLIO,HOLD,405,2945.7,INR
IN002952,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,03-08-2022,2938.77,2976.92,2684.81,2752.65,2812.88,3615916,1465498.44,78.72,4.05,0.314,1.019,3479.67,1818.81,5.1,MIDCAP_PORTFOLIO,BUY,1259,2176.62,INR
IN004150,BHARTIARTL,Bharti Airtel,NSE,TELECOMMUNICATION,03-08-2022,916.09,940.32,877.22,902.44,906.16,2070521,80903.61,32.2,8.08,3.237,1.773,1186.21,583.2,0.5,SECTORAL_PORTFOLIO,BUY,344,890.87,INR
IN004217,BHARTIARTL,Bharti Airtel,NSE,TELECOMMUNICATION,03-08-2022,913.78,959.42,913.53,934.97,906.22,3144935,464975.64,34.59,7.74,1.708,1.097,1164.67,825.17,2.3,SECTORAL_PORTFOLIO,BUY,737,886.57,INR
IN001462,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,03-08-2022,1495.32,1553.49,1475.95,1511.84,1504.95,1921095,309436.57,30.68,2.22,0.438,1.998,2041.21,1055.87,2.3,MIDCAP_PORTFOLIO,HOLD,656,1670.6,INR
IN002967,INFY,Infosys,NSE,TECHNOLOGY,03-08-2022,1480.41,1490.07,1418.67,1446.99,1456.23,2388298,1490247.96,76.28,11.93,1.87,1.872,1830.73,1049.78,0,MIDCAP_PORTFOLIO,HOLD,1729,1756.65,INR
IN002686,POWERGRID,Power Grid Corporation,BSE,UTILITIES,03-08-2022,255.48,266.96,248.36,262.3,260.76,2487341,120024.76,67.05,10.18,3.658,1.371,345.76,200.85,2.3,NIFTY50_PORTFOLIO,HOLD,646,303.74,INR
IN002687,POWERGRID,Power Grid Corporation,BSE,UTILITIES,03-08-2022,252.97,268.98,246.69,265.11,261.12,2316030,85042.85,17.99,2.58,2.206,1.25,330.59,168.49,2.3,MIDCAP_PORTFOLIO,BUY,1646,196.4,INR
IN000572,NTPC,NTPC Limited,NSE,UTILITIES,04-08-2022,350.81,358.15,338.56,339.93,346.33,3644642,38804.85,22.21,9.53,2.035,0.804,427.31,264.83,1.2,MIDCAP_PORTFOLIO,BUY,1005,404.68,INR
IN002854,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,06-08-2022,2815.17,2884.47,2601.88,2660.73,2583.94,3839013,2373238.11,55.83,13.8,2.127,0.836,3788.03,1685.57,0,NIFTY50_PORTFOLIO,HOLD,934,2465.08,INR
IN002888,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,06-08-2022,2924.69,2953.41,2732.14,2924.69,2839.24,1908353,1087020.06,11.94,12,3.477,1.165,3831.23,2229.81,1.2,SECTORAL_PORTFOLIO,SELL,643,2306.26,INR
IN001248,BHARTIARTL,Bharti Airtel,NSE,TELECOMMUNICATION,06-08-2022,861.12,883.35,827.21,843.64,859.51,2798780,413884.72,30.91,3.74,1.358,0.646,1216.28,793.63,2.3,NIFTY50_PORTFOLIO,BUY,1279,846.96,INR
IN002811,HINDUNILVR,Hindustan Unilever,NSE,FMCG,06-08-2022,2505.22,2567.79,2347.69,2397.71,2464.45,4620118,1545498.91,13.01,8.21,1.194,0.439,3414.43,1619.8,1.2,NIFTY50_PORTFOLIO,BUY,174,2229.09,INR
IN004351,LT,Larsen & Toubro,NSE,INFRASTRUCTURE,06-08-2022,3213.62,3254.17,3167.83,3250.17,3321.3,1485825,255592,38.87,8.92,1.818,1.906,4092.75,2573.56,5.1,MIDCAP_PORTFOLIO,BUY,274,3981.61,INR
IN000580,SBIN,State Bank of India,NSE,FINANCE,06-08-2022,575.92,590.08,533.97,536.9,543.36,4485520,468509.06,44,5.1,2.208,1.535,662.83,524.2,2.3,SECTORAL_PORTFOLIO,BUY,323,645.37,INR
IN001533,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,07-08-2022,3073.21,3082.69,2960.15,3028.19,2965.8,4548942,2807687.79,42.37,6.01,0.383,1.809,3989.67,2160.32,2.3,SECTORAL_PORTFOLIO,BUY,565,3749.57,INR
IN001549,ASIANPAINT,Asian Paints,NSE,CONSUMER GOODS,07-08-2022,3081.96,3307.07,3043.67,3291.34,3179.18,114202,2741590.64,62.45,2.6,0.46,1.112,3984.1,2149.12,3.5,NIFTY50_PORTFOLIO,HOLD,1677,2780.84,INR
IN001583,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,07-08-2022,3071.22,3120.7,2809.6,2856.72,2793.51,3496384,1131316.15,63.05,2.03,0.891,0.575,4028.76,2180.45,2.3,NIFTY50_PORTFOLIO,BUY,531,3052.57,INR
IN001592,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,07-08-2022,3124.74,3161.33,3014.73,3049.25,2962.51,4769750,291407.69,78.25,14.2,0.551,1.781,3218.43,2214.48,0.5,NIFTY50_PORTFOLIO,BUY,794,2316.2,INR
IN001606,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,07-08-2022,2994.86,3006.29,2773.13,2798.66,2791.18,2530314,713121.74,43.01,7.5,0.767,1.061,3882.89,2691.17,0,NIFTY50_PORTFOLIO,BUY,738,2357.86,INR
IN001622,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,07-08-2022,2908.28,2985.97,2796.9,2866.75,2857.94,1271649,857885.02,56.51,10.48,0.03,1.464,4158.92,2303.93,2.3,MIDCAP_PORTFOLIO,SELL,930,2663.49,INR
IN001626,ASIANPAINT,Asian Paints,BSE,FINANCE,07-08-2022,2973.36,3126.02,2948.48,3064.44,3025.92,1983243,867737.43,21.61,4.48,3.604,1.001,3332.63,2481.08,3.5,MIDCAP_PORTFOLIO,BUY,832,2653.31,INR
IN003732,AXISBANK,Axis Bank,BSE,FINANCE,07-08-2022,1087.1,1118.21,1070.64,1118.21,1126.19,3707232,281989.66,78.98,11.52,1.153,0.448,1382.86,961.6,2.3,NIFTY50_PORTFOLIO,BUY,1321,904.65,INR
IN004147,MARUTI,Maruti Suzuki,BSE,AUTOMOBILE,07-08-2022,9662.17,9857.21,9635.71,9725.83,9639.6,1983281,4791403.94,29.32,1.99,3.895,1.492,11230.37,7600.81,0.5,SECTORAL_PORTFOLIO,HOLD,787,8230.04,INR
IN004148,MARUTI,Maruti Suzuki,BSE,AUTOMOBILE,07-08-2022,10484.91,11307.09,10256.33,11152.84,11556.26,189674,815617.67,60.58,12.66,0.516,1.441,11152.84,8878.32,1.2,SECTORAL_PORTFOLIO,BUY,1970,11882.64,INR
IN001203,ULTRACEMCO,UltraTech Cement,BSE,INFRASTRUCTURE,07-08-2022,9111.58,9423.25,9075.17,9234.84,9316.13,3657542,5449679.84,39.18,12.6,2.845,1.148,13156.39,8829.05,2.3,NIFTY50_PORTFOLIO,BUY,549,9203.06,INR
IN001261,ULTRACEMCO,UltraTech Cement,BSE,INFRASTRUCTURE,07-08-2022,9035.52,9490.74,9005.58,9315.81,9466.43,1524021,5062516.53,63.56,13.05,2.873,1.706,11908.49,7733.08,1.2,SECTORAL_PORTFOLIO,BUY,89,8032.94,INR
IN001822,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,08-08-2022,1548.25,1595.79,1508.77,1565.46,1544.24,482082,510222,51.61,3.49,0.786,1.177,2020.05,1135.24,5.1,SECTORAL_PORTFOLIO,SELL,671,1739.14,INR
IN001825,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,08-08-2022,1546.74,1566.59,1524,1547.74,1527.24,2070014,366970.25,33.17,7.83,1.593,1.221,1580.51,932.84,2.3,NIFTY50_PORTFOLIO,BUY,751,1849.16,INR
IN001827,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,08-08-2022,1433.6,1488.75,1414.88,1456.94,1412.2,4297415,1412835.66,41.4,4.86,1.597,1.269,1955.48,1023.28,5.1,NIFTY50_PORTFOLIO,BUY,1000,1259.98,INR
IN001864,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,08-08-2022,1432.45,1513.16,1413.6,1432.45,1470.64,3931775,796797.97,41.59,6.73,3.858,1.91,1653.28,1207.03,3.5,MIDCAP_PORTFOLIO,BUY,1211,1414.51,INR
IN001923,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,08-08-2022,1458.05,1519.62,1455.52,1487.85,1460.93,2389892,1259015.33,41.4,1.98,1.266,0.864,1930.67,1097.75,0,MIDCAP_PORTFOLIO,HOLD,937,1706.91,INR
IN001924,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,08-08-2022,1502.3,1535.76,1486.41,1488.59,1508.32,4151352,1103092.95,18.47,8.71,3.79,1.153,1697.67,1318.14,2.3,SECTORAL_PORTFOLIO,BUY,671,1436.51,INR
IN000128,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,08-08-2022,275.71,279.8,270.82,278.27,285.33,4845613,168155.26,40.515,10.54,1.853,1.333,334.25,250.34,0,MIDCAP_PORTFOLIO,SELL,32,337.93,INR
IN000144,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,08-08-2022,282.79,288.45,275.53,280.27,290.82,1053232,219911.71,28.33,8.29,1.983,0.412,384.27,253.7,2.3,SECTORAL_PORTFOLIO,BUY,1921,271.1,INR
IN002055,POWERGRID,Power Grid Corporation,BSE,UTILITIES,08-08-2022,243.02,246.66,234.24,236.36,234.09,716396,39820.42,69.92,3.28,0.181,1.684,271.94,156.17,2.3,MIDCAP_PORTFOLIO,HOLD,986,284.59,INR
IN002059,POWERGRID,Power Grid Corporation,BSE,UTILITIES,08-08-2022,245.28,247.62,230.31,231.15,236.61,2988144,153049.87,26.26,11.51,2.335,0.502,316.48,199.99,0,SECTORAL_PORTFOLIO,BUY,316,293.87,INR
IN002109,POWERGRID,Power Grid Corporation,BSE,UTILITIES,08-08-2022,238.76,255.68,234.15,253.48,258.36,3146802,137996.53,40.93,6.12,1.998,0.458,290.05,213.94,1.2,SECTORAL_PORTFOLIO,BUY,1892,201.86,INR
IN002140,POWERGRID,Power Grid Corporation,BSE,UTILITIES,08-08-2022,257.21,270.84,254.11,270.66,266.36,2206239,27919.99,80,2.85,1.277,1.103,270.66,196,5.1,SECTORAL_PORTFOLIO,HOLD,956,266.24,INR
IN002147,POWERGRID,Power Grid Corporation,BSE,UTILITIES,08-08-2022,261.4,272.22,258.26,271.1,271.46,4228761,155167.8,45.18,14.82,2.322,1.122,340.87,178.28,1.2,MIDCAP_PORTFOLIO,BUY,1786,217.03,INR
IN001505,TITAN,Titan Company,BSE,CONSUMER GOODS,08-08-2022,3276.7,3339.21,3101.2,3147.29,3150.59,3074919,3221903.58,43.7,2.98,3.933,1.412,4340.23,2994.35,0,MIDCAP_PORTFOLIO,BUY,357,2652.21,INR
IN001526,TITAN,Titan Company,BSE,CONSUMER GOODS,08-08-2022,3527.91,3803.77,3440.54,3696.84,3558.43,4464499,1525097.98,14.56,5.82,0.032,0.97,4591.73,2081.4,0.5,MIDCAP_PORTFOLIO,BUY,970,4196.29,INR
IN004341,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,09-08-2022,2921.53,2927.67,2780.96,2842.34,2854.26,3361908,1583748.83,29.89,1.17,0.946,1.763,3900.18,1955.01,5.1,SECTORAL_PORTFOLIO,BUY,294,3037.19,INR
IN004350,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,09-08-2022,3052.69,3182.28,3041.05,3110.38,3093.35,1908074,2291718.43,46.6,8.26,0.347,0.402,3913,2218,1.2,MIDCAP_PORTFOLIO,BUY,30,2320.15,INR
IN004363,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,09-08-2022,3069.95,3132.62,2849.26,2911.3,2888.29,2530314,2109111.68,40.57,13.26,2.185,1.01,3818.63,2307.72,1.2,SECTORAL_PORTFOLIO,BUY,1717,2335.84,INR
IN004389,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,09-08-2022,3116.08,3194.66,3091.4,3113.99,3190.51,2902639,988775.93,47.82,1.5,2.39,1.106,3238.72,2726.09,0.5,MIDCAP_PORTFOLIO,BUY,203,3307.79,INR
IN002742,HINDUNILVR,Hindustan Unilever,NSE,FMCG,09-08-2022,2624.49,2851.48,2624,2624.49,2766.07,88199,1665029.76,10.18,11.75,3.34,1.523,3385.3,1515.38,0,NIFTY50_PORTFOLIO,HOLD,751,2895.35,INR
IN002946,KOTAKBANK,Kotak Mahindra Bank,NSE,FINANCE,09-08-2022,1741.21,1809.66,1691.26,1799.6,1752.06,2146358,850830.35,10.92,5.62,1.96,0.713,2060.47,1138.42,0,MIDCAP_PORTFOLIO,HOLD,1886,1797.7,INR
IN001227,LT,Larsen & Toubro,NSE,INFRASTRUCTURE,09-08-2022,3146.24,3250.98,3108.34,3217.44,3204.03,2799493,734992.79,54.09,7.05,3.425,0.737,3436.92,2901.48,0,NIFTY50_PORTFOLIO,HOLD,573,3482.1,INR
IN001257,LT,Larsen & Toubro,NSE,INFRASTRUCTURE,09-08-2022,3058.94,3137.16,3001.21,3036.07,3143.09,4925118,2602024.64,13.99,12.13,1.9605,1.63,4095.47,2441.57,2.3,NIFTY50_PORTFOLIO,HOLD,1753,2854.53,INR
IN001010,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,09-08-2022,292.11,293.31,279,292.11,274.84,2699963.5,168155.26,54.27,5.61,2.037,0.987,367.46,219.18,0,NIFTY50_PORTFOLIO,HOLD,518,333.56,INR
IN001346,RELIANCE,Reliance Industries,NSE,ENERGY,09-08-2022,2163.21,2226.05,2097.51,2114.13,2055.39,4604683,2083107.06,39.75,8.22,2.009,0.53,2744.73,1429.75,2.3,MIDCAP_PORTFOLIO,BUY,827,2155.25,INR
IN004721,RELIANCE,Reliance Industries,NSE,ENERGY,09-08-2022,2113.28,2154.35,1925.83,1968.86,2031.09,3915712,889776.38,23.52,8.545,2.246,1.557,2901.99,1839.67,0,MIDCAP_PORTFOLIO,BUY,202,2099.38,INR
IN004788,RELIANCE,Reliance Industries,NSE,ENERGY,09-08-2022,2213.17,2395.61,2202.64,2343.48,2399.5,539854,1884824.22,41.87,10.56,1.124,0.57,2779.63,1902.93,2.3,MIDCAP_PORTFOLIO,BUY,1178,2658,INR
IN004795,RELIANCE,Reliance Industries,NSE,ENERGY,09-08-2022,2156.77,2225.31,2132.27,2191.77,2267.98,936040,2157059.96,42.52,11.23,1.213,0.686,2964.32,1488.96,5.1,SECTORAL_PORTFOLIO,BUY,1528,1713.68,INR
IN004811,RELIANCE,Reliance Industries,NSE,ENERGY,09-08-2022,2266.72,2527.49707,2266.72,2412.76,2344.34,2531906,2019150.98,59.16,2.12,3.442,0.85,2924.5,2081.81,5.1,MIDCAP_PORTFOLIO,BUY,465,2126.06,INR
IN001087,TECHM,Tech Mahindra,NSE,TECHNOLOGY,09-08-2022,1312.06,1340.47,1279.35,1325.59,1354.76,3022890,1241273.93,45.4,4.73,2.431,0.828,1569.23,923.94,1.2,NIFTY50_PORTFOLIO,BUY,272,1036.19,INR
IN001273,TECHM,Tech Mahindra,NSE,TECHNOLOGY,09-08-2022,1280.48,1296.56,1249.63,1257.83,1261.91,1632459,661623.79,34.46,11.93,0.124,1.429,1655.63,797.61,0,NIFTY50_PORTFOLIO,BUY,1319,1462.06,INR
IN001280,TECHM,Tech Mahindra,NSE,TECHNOLOGY,09-08-2022,1342.57,1379.29,1232.05,1264.07,1304.09,2205267,612068.29,73.28,5.66,3.129,1.218,1542.76,1080.84,3.5,MIDCAP_PORTFOLIO,BUY,1548,987.63,INR
IN001361,TECHM,Tech Mahindra,NSE,TECHNOLOGY,09-08-2022,1235.12,1260.31,1205.8,1224.61,1215.57,2051345,668423.43,59.16,14.07,0.612,1.013,1513.22,1013.07,5.1,NIFTY50_PORTFOLIO,BUY,1040,1387.72,INR
IN003227,TCS,Tata Consultancy Services,NSE,TECHNOLOGY,11-08-2022,3496.78,3544.45,3302.75,3315.95,3249.17,1842148,3278660,22.7,8.59,2.766,1.201,4170.33,2508.65,3.5,MIDCAP_PORTFOLIO,HOLD,1009,4112.55,INR
IN003025,TITAN,Titan Company,BSE,CONSUMER GOODS,11-08-2022,3397.72,3496.03,3229.08,3301.81,3320.46,2130350,508729.21,53.61,14.23,0.033,1.319,4072.9,3052.92,1.2,SECTORAL_PORTFOLIO,BUY,1058,3354.43,INR
IN003536,BHARTIARTL,Bharti Airtel,NSE,TELECOMMUNICATION,12-08-2022,926.1,943.53,910.57,937.98,913.66,522008,334914.61,72.81,14.26,2.056,0.809,1034.34,746,3.5,NIFTY50_PORTFOLIO,BUY,714,731.38,INR
