trade_id,ticker,company_name,exchange,sector,trade_date,open_price_inr,high_price_inr,low_price_inr,close_price_inr,prev_close_inr,volume,market_cap_cr,pe_ratio,pb_ratio,dividend_yield,beta,52w_high_inr,52w_low_inr,nifty50_weight,portfolio,analyst_rating,shares_held,purchase_price_inr,currency,broker_notes,data_feed
IN004625,MARUTI,Maruti Suzuki,BSE,Automobile,2023-11-29,9625.52,10455.64,9519.81,,10250.74,1465095.0,4746432.34,33.21,,2.885,1.473,13770.18,7071.09,5.1,Sectoral_Portfolio,Strong Buy,1293.0,8435.41,INR,,
IN002131,HCLTECH,HCL Technologies,NSE,Technology,2024-08-23,1463.81,1566.69,1455.61,1565.92,1621.31,269746.0,738373.33,9.12,3.8,2.252,1.677,1659.04,1045.24,0.5,Nifty50_Portfolio,Strong Buy,285.0,1802.0,INR,,
IN000983,TITAN,Titan Company,BSE,Consumer Goods,2024-06-20,3424.7,3752.03,3368.25,3656.87,3748.71,2252936.0,739955.5,27.65,,0.19,1.942,4504.9,2580.17,0.5,Nifty50_Portfolio,Buy,360.0,3141.61,INR,,
IN000457,TITAN,Titan Company,BSE,Consumer Goods,2021-02-17,3442.95,3636.88,3343.38,3635.18,3757.23,3329103.0,717032.08,55.35,2.37,2.073,1.528,3702.32,2449.51,2.3,Midcap_Portfolio,Buy,617.0,3255.0,INR,,
IN003656,NESTLEIND,Nestle India,BSE,FMCG,2022-03-21,22820.23,24103.11,22549.38,23483.01,23573.64,2908139.0,17144465.32,24.5,5.13,1.191,,30020.76,14759.48,2.3,Sectoral_Portfolio,Buy,422.0,23384.21,INR,,
IN001080,ONGC,Oil & Natural Gas Corp,NSE,Energy,2023-05-01,276.18,286.29,271.39,,271.54,2426269.0,201758.93,8.55,12.9,3.509,1.019,373.91,227.01,1.2,Nifty50_Portfolio,Buy,26.0,264.88,INR,,
IN001951,BHARTIARTL,Bharti Airtel,NSE,Telecom,2023-01-24,868.94,879.55,836.52,852.67,868.08,3611461.0,196321.26,25.67,5.35,3.539,0.41,1222.24,736.24,2.3,Nifty50_Portfolio,Buy,1894.0,708.27,INR,,
IN004386,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2020-11-19,9070.45,9303.97,8811.69,8931.88,9219.73,307017.0,718515.81,66.62,14.38,2.935,1.021,11280.2,7159.87,0.5,Nifty50_Portfolio,Buy,1488.0,9537.11,INR,,
IN000690,NTPC,NTPC Limited,NSE,Utilities,2024-02-06,363.78,364.45,360.18,363.92,357.71,860713.0,47797.45,28.56,3.66,3.019,1.074,476.4,322.14,3.5,Midcap_Portfolio,,1564.0,359.87,INR,,
IN002430,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2023-08-21,3134.34,3243.78,3065.15,3219.3,3212.16,2126020.0,2850836.92,58.17,,2.672,1.878,4160.24,2543.57,2.3,Sectoral_Portfolio,Buy,1262.0,3263.37,INR,,
IN000642,TITAN,Titan Company,BSE,Consumer Goods,2021-02-01,3545.55,3805.29,3534.99,3789.89,3815.46,1101879.0,3261413.81,48.31,11.37,2.77,0.6,3902.24,2497.67,1.2,Midcap_Portfolio,,1613.0,4212.75,INR,,
IN002393,MARUTI,Maruti Suzuki,BSE,Automobile,2020-11-12,10199.53,10400.48,9346.39,9566.53,9224.29,3864470.0,5876941.31,59.06,4.66,,1.695,12292.48,7026.67,5.1,Midcap_Portfolio,Strong Buy,1398.0,9916.51,INR,,
IN001954,ADANIENT,Adani Enterprises,NSE,Conglomerate,2021-10-11,2854.82,2913.18,2829.46,2836.98,2876.98,,521056.87,,5.11,3.946,1.739,3669.51,2567.69,3.5,Sectoral_Portfolio,Strong Buy,873.0,2423.02,INR,,
IN003167,HCLTECH,HCL Technologies,NSE,Technology,2021-10-25,1515.96,1558.94,1495.81,1502.0,1527.9,2605252.0,899217.89,62.81,4.31,3.798,1.913,2087.34,989.39,0.5,Sectoral_Portfolio,Strong Buy,1057.0,1445.32,INR,,
IN004059,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2022-02-01,3073.46,3147.56,3033.69,3050.43,2988.2,4689504.0,,60.64,,3.286,,3964.73,2798.52,3.5,Nifty50_Portfolio,Underperform,484.0,2479.48,INR,,
IN003558,HDFCBANK,HDFC Bank,NSE,Banking,2023-05-02,1675.6,1726.45,1660.17,1708.31,1724.64,1891333.0,1307116.02,20.73,3.26,2.813,0.459,1701.71,1244.88,5.1,Nifty50_Portfolio,Buy,238.0,1984.6,INR,,
IN002711,NTPC,NTPC Limited,NSE,Utilities,2020-01-21,362.43,367.26,333.31,340.12,326.74,2887715.0,"₹179,918 Cr",19.43,10.62,1.601,0.543,447.76,277.2,,Nifty50_Portfolio,Buy,1374.0,300.98,INR,,
IN003457,WIPRO,Wipro,BSE,Technology,2024-08-22,494.4,532.76,487.75,523.04,514.68,2466710.0,295537.61,17.15,,1.991,1.953,574.6,405.78,1.2,Sectoral_Portfolio,Buy,100.0,489.17,INR,,
IN004845,TITAN,Titan Company,BSE,Consumer Goods,2021-08-23,3268.35,3521.4,3175.03,3461.94,3549.07,2430119.0,,13.4,10.21,,1.923,3691.29,2809.35,0.5,Sectoral_Portfolio,Buy,1186.0,3342.74,INR,,
IN003036,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2023-04-13,1166.53,1183.08,1158.74,,1164.2,4553833.0,950881.66,36.59,12.29,1.995,1.965,1581.15,1121.67,3.5,Sectoral_Portfolio,Underperform,66.0,1024.35,INR,,
IN001885,TITAN,Titan Company,BSE,Consumer Goods,2023-03-01,3366.78,3403.7,3272.9,3278.4,3360.91,1435328.0,1427387.98,60.12,3.79,1.841,0.607,4160.87,2914.61,0.0,Nifty50_Portfolio,Hold,183.0,3974.43,INR,,
IN003587,NTPC,NTPC Limited,NSE,Utilities,2022-08-25,336.23,351.87,330.05,347.19,348.83,2846920.0,286170.8,68.51,,,,444.27,230.27,2.3,Sectoral_Portfolio,Buy,317.0,382.82,INR,,
IN000390,TCS,Tata Consultancy Services,NSE,Technology,2020-10-12,3465.97,3748.73,3371.31,3673.42,3686.88,2251547.0,301829.08,13.67,12.15,1.856,1.572,4649.65,2597.96,3.5,Sectoral_Portfolio,Strong Buy,1302.0,3391.9,INR,,
IN002495,HCLTECH,HCL Technologies,NSE,Technology,2021-01-13,1560.92,1593.58,1428.16,1456.54,1482.29,4306567.0,1089213.02,47.87,8.66,1.865,1.494,1638.94,1202.68,5.1,Sectoral_Portfolio,,1395.0,1647.1,INR,,
IN003802,TITAN,Titan Company,BSE,Consumer Goods,2024-10-18,3264.43,3356.93,3260.64,3276.24,3217.2,2926515.0,2865742.88,32.91,6.84,0.623,1.715,3673.69,2468.58,3.5,Midcap_Portfolio,Hold,954.0,4171.82,INR,,
IN002996,ONGC,Oil & Natural Gas Corp,NSE,Energy,2023-04-18,291.03,306.5,283.34,304.05,314.64,3142182.0,187397.65,40.81,1.01,3.421,1.616,316.4,244.5,2.3,Midcap_Portfolio,Underperform,1231.0,338.18,INR,,
IN000846,TCS,Tata Consultancy Services,NSE,Technology,2023-05-24,3422.63,3456.55,3165.83,3236.52,3318.82,4639573.0,2305812.99,13.06,1.43,0.634,0.77,4409.43,2767.14,,Sectoral_Portfolio,Strong Buy,1831.0,4204.24,INR,,
IN000543,MARUTI,Maruti Suzuki,BSE,Automobile,2020-04-16,10356.13,11024.91,10190.07,10981.84,11387.17,407678.0,3182357.77,10.12,11.99,2.675,0.45,12042.27,8851.11,1.2,Sectoral_Portfolio,Hold,1361.0,11270.75,INR,,
IN000092,AXISBANK,Axis Bank,BSE,Banking,2020-02-26,1094.55,1153.22,1062.18,1124.93,1114.38,2732070.0,443405.86,44.41,11.64,2.672,1.186,1227.0,945.61,5.1,Sectoral_Portfolio,Buy,313.0,902.19,INR,,
IN004026,NTPC,NTPC Limited,NSE,Utilities,2022-08-25,359.26,368.46,333.12,342.95,345.74,1895922.0,338474.97,45.19,1.35,2.065,1.797,447.34,254.55,5.1,Sectoral_Portfolio,Buy,799.0,421.49,INR,,
IN001980,ULTRACEMCO,UltraTech Cement,BSE,PHARMA,2023-11-02,9488.71,9513.69,8833.53,9020.47,9358.88,506972.0,2235130.66,,11.62,0.066,0.487,10860.67,6543.28,0.5,Midcap_Portfolio,Sell,269.0,8027.45,INR,,
IN004881,NESTLEIND,Nestle India,BSE,FMCG,2021-12-23,21814.7,22043.18,20372.36,20590.08,20703.36,4331309.0,7139392.87,42.39,12.69,0.285,0.527,24227.85,16816.04,1.2,Nifty50_Portfolio,Buy,241.0,23191.8,INR,,
IN004403,BAJFINANCE,Bajaj Finance,NSE,NBFC,2022-02-25,7214.02,7624.49,7015.42,7494.12,7716.94,2135872.0,1587526.21,12.56,9.17,2.54,1.509,8802.63,5441.21,5.1,Nifty50_Portfolio,Strong Buy,994.0,5998.65,INR,,
IN003007,NESTLEIND,Nestle India,BSE,FMCG,2022-04-05,21435.76,22008.81,20371.21,20760.7,20473.97,913912.0,17636846.8,51.41,3.89,1.197,0.733,24300.11,14993.82,0.5,Nifty50_Portfolio,Strong Buy,1646.0,18873.34,INR,,
IN002530,HDFCBANK,HDFC Bank,NSE,Banking,2024-05-16,1528.75,1554.94,1496.61,,1581.34,1746302.0,704870.27,,12.7,3.646,0.527,1826.99,1222.06,2.3,Sectoral_Portfolio,Hold,800.0,1708.51,INR,,
IN001677,MARUTI,Maruti Suzuki,BSE,Automobile,2024-10-17,9972.52,10644.36,9823.45,10620.88,10329.29,3247174.0,3778018.91,55.76,3.71,0.408,,12082.15,8374.57,2.3,Sectoral_Portfolio,Hold,403.0,11693.57,INR,,
IN001049,WIPRO,Wipro,BSE,Technology,2021-12-13,478.06,503.1,469.91,498.62,486.59,187733.0,,16.02,4.22,,0.926,693.05,435.95,0.0,Nifty50_Portfolio,Buy,683.0,509.94,INR,,
IN001961,RELIANCE,Reliance Industries,NSE,Energy,2020-03-11,2135.32,2159.51,2068.65,2106.8,2053.66,1688127.0,1189722.37,40.51,5.75,,0.479,2736.05,1627.24,2.3,Nifty50_Portfolio,Hold,883.0,1673.32,INR,,
IN002531,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2022-09-05,1142.12,1188.8,1125.76,1187.41,1140.7,1675764.0,930165.41,13.28,6.91,2.513,1.416,1661.45,909.57,,Nifty50_Portfolio,,196.0,901.84,INR,,
IN002880,WIPRO,Wipro,BSE,Technology,2024-02-22,488.8,490.91,474.54,486.76,471.16,1813698.0,109433.8,66.14,1.53,2.748,1.465,626.89,430.68,0.0,Sectoral_Portfolio,Hold,1499.0,395.73,INR,,
IN000238,POWERGRID,Power Grid Corporation,BSE,Utilities,2023-03-10,248.58,248.64,239.62,240.23,238.0,999677.0,245510.82,37.41,11.23,0.271,0.601,263.02,150.8,2.3,Nifty50_Portfolio,Buy,1961.0,278.25,INR,,
IN003075,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2023-08-11,2575.96,2646.1,2376.05,,2435.21,4247058.0,576764.77,64.83,14.48,,1.052,3130.9,1797.27,1.2,Midcap_Portfolio,Hold,40.0,2987.12,INR,,
IN003663,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2024-03-11,2413.07,2522.62,2370.26,2481.14,2541.54,4590518.0,268967.11,54.04,4.65,0.693,1.471,3203.55,1753.68,1.2,Midcap_Portfolio,Buy,1714.0,2439.26,INR,,
IN001134,BAJFINANCE,Bajaj Finance,NSE,NBFC,2021-07-06,7283.88,7480.21,7039.29,7124.65,6865.48,3775312.0,5950017.42,38.03,3.7,0.065,0.678,7509.07,6057.68,3.5,Nifty50_Portfolio,Buy,659.0,7689.74,INR,,
IN001806,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2023-12-12,2572.26,2685.01,2525.35,2607.52,2565.64,,2282502.04,45.36,8.22,0.51,0.949,3224.89,2111.42,3.5,Sectoral_Portfolio,Underperform,107.0,2451.2,INR,,
IN004211,BAJFINANCE,Bajaj Finance,NSE,NBFC,2022-09-27,6859.2,7294.85,6824.94,7198.33,7219.29,69075.0,"₹6,557,035 Cr",31.9,7.69,2.864,0.448,8158.07,4876.01,5.1,Midcap_Portfolio,Strong Buy,909.0,7640.52,INR,,
IN000164,MARUTI,Maruti Suzuki,BSE,Automobile,2021-05-26,9778.46,9951.09,8920.84,9180.02,8873.41,56286.0,3506799.33,26.41,1.91,1.686,1.9,12272.73,6194.14,3.5,Midcap_Portfolio,Buy,1212.0,8986.45,INR,,
IN003617,BAJFINANCE,Bajaj Finance,NSE,NBFC,2020-12-22,7189.16,7757.5,7142.85,7601.33,7474.19,4089617.0,5381559.99,46.77,5.96,1.708,0.687,9743.95,6566.03,2.3,Sectoral_Portfolio,Hold,186.0,7779.59,INR,,
IN004787,BHARTIARTL,Bharti Airtel,NSE,Telecom,2023-11-08,909.77,929.01,853.89,860.3,876.4,3877700.0,77373.3,66.85,4.81,2.434,,1169.74,771.04,5.1,Nifty50_Portfolio,Strong Buy,1233.0,801.66,INR,,
IN003464,INFY,Infosys,NSE,Technology,2022-09-06,1466.87,1496.8,1350.94,1370.04,1387.54,4741437.0,832179.0,31.76,12.86,0.354,1.586,1820.22,922.4,0.0,Nifty50_Portfolio,Buy,1095.0,1743.87,INR,,
IN003576,TITAN,Titan Company,BSE,Consumer Goods,2020-08-25,3417.79,3722.15,3358.47,3645.21,3746.61,648466.0,1110674.93,17.93,8.12,2.601,1.162,4148.45,2278.5,0.5,Nifty50_Portfolio,Hold,1918.0,3960.04,INR,,
IN003318,HDFCBANK,HDFC Bank,NSE,Banking,2021-11-29,1628.19,1697.11,1581.05,1676.64,1613.02,2900263.0,1284959.59,24.93,6.01,2.607,1.924,2219.93,1040.78,3.5,Sectoral_Portfolio,Buy,1544.0,1506.22,INR,,
IN003765,TECHM,Tech Mahindra,NSE,Technology,2022-06-15,1244.83,1278.39,1233.68,1276.06,1315.82,4006082.0,237298.45,44.83,14.27,0.361,1.449,1683.69,973.54,3.5,Sectoral_Portfolio,Hold,169.0,1374.28,INR,,
IN004076,TITAN,Titan Company,BSE,Consumer Goods,2024-06-20,3265.55,3381.2,3211.87,3370.08,3500.95,1186100.0,1539395.43,74.56,9.44,2.61,1.526,3645.91,2754.81,3.5,Nifty50_Portfolio,,83.0,2568.37,INR,,
IN001812,axisbank,Axis Bank,BSE,Banking,2021-05-31,1137.02,1158.68,1098.43,1125.77,1121.96,1504304.0,640012.73,59.23,12.04,1.135,1.454,1499.36,731.49,0.0,Nifty50_Portfolio,Strong Buy,331.0,1188.2,INR,,
IN003226,TITAN,Titan Company,BSE,Consumer Goods,2024-06-18,3315.73,3545.57,3300.78,3458.78,3555.7,2155999.0,2718701.59,67.48,,1.384,,4580.53,2590.15,2.3,Sectoral_Portfolio,Hold,1449.0,2676.23,INR,,
IN003266,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2023-03-22,1790.84,1795.29,1699.48,1704.2,1684.72,1786192.0,1580690.97,76.6,1.08,3.436,1.117,2442.24,1181.15,2.3,Sectoral_Portfolio,Buy,175.0,1671.73,INR,,
IN001429,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2021-11-25,2486.35,2524.61,2361.99,2408.22,2322.22,,2491175.35,31.82,9.32,0.733,1.7,3112.61,2369.42,3.5,Nifty50_Portfolio,Buy,973.0,2504.89,INR,,
IN003754,LT,Larsen & Toubro,NSE,Infrastructure,2020-07-21,3202.86,3250.65,2958.31,2999.05,2964.78,990101.0,1998040.52,70.87,13.63,2.763,1.319,4152.46,2470.66,1.2,Sectoral_Portfolio,Buy,1708.0,3340.47,INR,,
IN004263,ONGC,Oil & Natural Gas Corp,NSE,Energy,2022-01-07,285.55,304.54,277.37,295.81,287.61,2491754.0,,38.03,14.77,3.148,1.397,341.77,245.15,0.0,Midcap_Portfolio,Buy,1226.0,240.87,INR,,
IN004334,RELIANCE,Reliance Industries,NSE,Energy,2024-05-13,2154.33,2288.51,2130.74,2271.72,2210.21,4218544.0,1716151.37,46.74,10.98,0.79,,2996.13,1342.35,0.5,Sectoral_Portfolio,Buy,674.0,1885.39,INR,,
IN004535,TECHM,Tech Mahindra,NSE,Technology,2020-01-08,1322.65,1353.92,1234.44,1235.58,1261.09,482654.0,715191.41,17.4,4.81,0.004,0.656,1441.5,919.91,1.2,Nifty50_Portfolio,Sell,1429.0,1250.71,INR,,
IN004726,AXISBANK,Axis Bank,BSE,Banking,2022-06-17,1080.65,1137.53,1076.35,1124.69,1129.9,3975540.0,975292.59,61.78,10.12,3.247,0.735,1366.87,758.34,5.1,Nifty50_Portfolio,Strong Buy,21.0,881.81,INR,,
IN004391,ICICIBANK,ICICI Bank,NSE,Banking,2020-01-20,938.06,948.27,909.64,934.6,909.91,4254772.0,556864.64,9.23,10.8,1.382,1.369,1030.56,826.47,3.5,Nifty50_Portfolio,Hold,1096.0,1171.78,INR,,
IN001453,ADANIENT,Adani Enterprises,NSE,Conglomerate,2024-09-30,2772.5,2982.37,2720.28,2939.66,2982.8,3995537.0,1458701.99,26.61,9.3,2.554,1.779,3366.85,2336.53,0.5,Nifty50_Portfolio,Buy,739.0,2126.12,INR,,
IN000594,POWERGRID,Power Grid Corporation,BSE,Utilities,2022-10-03,256.2,270.42,250.64,265.68,276.27,2233800.0,95194.09,13.58,6.09,3.427,,340.12,189.87,3.5,Nifty50_Portfolio,hold,889.0,230.19,INR,,
IN002726,HDFCBANK,HDFC Bank,NSE,Banking,2021-12-29,1523.95,1546.52,1465.67,,1469.29,4023622.0,335536.82,69.94,2.65,1.212,0.456,1792.91,1091.84,0.5,Midcap_Portfolio,Hold,867.0,1436.67,INR,,
IN000042,ICICIBANK,ICICI Bank,NSE,Banking,2024-09-09,954.44,957.91,867.99,,927.25,1294613.0,826661.95,9.25,3.79,3.374,1.711,1095.91,684.1,1.2,Sectoral_Portfolio,Strong Buy,1230.0,1102.79,INR,,
IN000561,MARUTI,Maruti Suzuki,BSE,,24/04/2024,10233.88,10383.81,9471.21,,9407.11,1587547.0,6422622.98,23.33,11.86,3.459,1.149,10702.59,8430.01,5.1,Nifty50_Portfolio,Strong Buy,1988.0,11083.14,INR,,
IN003363,POWERGRID,Power Grid Corporation,BSE,Utilities,2024-11-06,246.03,262.47,240.48,,255.43,3594592.0,153809.85,77.93,13.94,0.96,1.75,284.05,173.86,5.1,Nifty50_Portfolio,Hold,171.0,309.67,INR,,
IN003154,NESTLEIND,Nestle India,BSE,FMCG,2022-04-29,21359.93,21868.28,19958.81,19975.92,19339.07,166293.0,8778332.16,30.3,13.94,1.763,,28941.84,15226.19,1.2,Midcap_Portfolio,Buy,726.0,19878.88,INR,,
IN000244,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2024-11-21,1253.9,1278.26,1179.73,1215.01,1191.91,3620235.0,348766.56,13.78,7.62,3.614,1.342,1588.55,959.61,,Sectoral_Portfolio,Buy,440.0,1324.96,INR,,
  IN001340  ,HCLTECH,HCL Technologies,NSE,Technology,2022-02-08,1515.73,1539.62,1450.82,1493.23,1495.64,4994869.0,,17.2,5.25,1.562,0.49,1636.62,1303.34,2.3,Midcap_Portfolio,Sell,1887.0,1249.55,INR,,
IN002878,WIPRO,Wipro,BSE,Technology,2023-01-02,484.22,498.57,465.57,476.15,472.93,765382.0,176908.78,63.07,7.47,1.347,1.803,627.48,363.32,5.1,Midcap_Portfolio,Hold,90.0,457.43,INR,,
IN004806,HCLTECH,HCL Technologies,NSE,Technology,2020-09-14,1551.46,1651.39,1518.39,1626.75,1579.2,939856.0,98908.84,32.56,5.92,2.384,0.848,2040.18,1028.02,1.2,Midcap_Portfolio,Strong Buy,1220.0,1510.39,INR,,
IN003931,BAJFINANCE,Bajaj Finance,NSE,NBFC,2024-10-16,6788.21,6798.56,6234.54,6346.87,6415.99,4335500.0,2687009.91,29.54,,1.613,0.823,9217.29,5753.14,0.5,Nifty50_Portfolio,Hold,405.0,8487.24,INR,,
IN001443,TECHM,Tech Mahindra,NSE,Technology,07-09-2023,1317.99,1334.36,1262.45,1284.4,1335.01,4036987.0,1046865.56,61.62,5.93,1.946,1.515,1379.8,1100.74,3.5,Nifty50_Portfolio,Hold,907.0,1539.38,INR,,
IN000262,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2022-03-17,9455.27,9617.66,9252.51,9602.68,9262.96,109321.0,4923777.28,12.21,,1.251,0.698,10629.06,6165.33,,Midcap_Portfolio,Strong Buy,372.0,9480.58,INR,,
IN002861,NESTLEIND,Nestle India,BSE,FMCG,2020-02-20,22061.08,22679.78,20749.42,20769.64,20182.95,4445048.0,1302444.63,18.72,10.7,1.517,1.377,29685.3,19565.17,,Midcap_Portfolio,Strong Buy,788.0,26778.12,INR,,
IN001690,HCLTECH,HCL Technologies,NSE,Technology,2021-04-16,1506.82,1621.69,1470.03,1605.74,1572.56,391200.0,449117.55,12.69,10.76,2.021,1.507,1840.38,1378.14,,Nifty50_Portfolio,Strong Buy,1407.0,1356.18,INR,,
IN001726,BHARTIARTL,Bharti Airtel,NSE,Telecom,2020-09-28,878.56,963.36,875.73,937.79,951.48,3092522.0,447343.63,79.41,99999.0,1.514,1.857,1194.05,791.02,5.1,Midcap_Portfolio,Buy,1945.0,755.78,INR,,
IN001204,ADANIENT,Adani Enterprises,NSE,Conglomerate,2024-05-23,2740.05,2773.52,2524.46,2581.57,2680.88,3602104.0,1153613.53,54.33,8.13,2.107,0.59,3758.98,2154.41,1.2,Nifty50_Portfolio,SB,1447.0,2702.02,INR,,
IN000835,lt,Larsen & Toubro,NSE,Infrastructure,2024-12-12,3244.13,3286.18,3058.91,3079.84,3168.05,3036127.0,2640135.37,,5.07,3.84,,3913.3,2652.82,2.3,Midcap_Portfolio,Strong Buy,1854.0,2944.73,INR,,
IN001867,TITAN,Titan Company,BSE,Consumer Goods,2022-06-20,3340.37,3408.74,3059.31,3147.11,3232.2,1869383.0,1681057.68,68.98,4.1,,0.705,4485.6,2766.44,1.2,Midcap_Portfolio,,1863.0,2682.4,INR,,
IN002497,HDFCBANK,HDFC Bank,NSE,Banking,2021-09-24,1653.29,1699.85,1554.69,1598.59,1622.29,506710.0,354341.58,34.24,12.66,2.172,0.735,1804.49,1286.09,5.1,Nifty50_Portfolio,Buy,1997.0,1207.2,INR,,
IN003592,BHARTIARTL,Bharti Airtel,NSE,Telecom,2023-12-21,871.91,895.11,861.13,,870.7,870968.0,68048.53,60.48,14.24,0.127,1.36,1060.31,599.54,0.5,Sectoral_Portfolio,Hold,290.0,999.48,INR,,
IN002011,BHARTIARTL,Bharti Airtel,NSE,Telecom,2020-10-28,876.83,884.81,855.32,877.11,907.55,317791.0,698218.66,60.07,5.27,2.334,0.91,1103.57,558.86,3.5,Sectoral_Portfolio,Buy,450.0,1045.77,INR,,
IN002874,TECHM,Tech Mahindra,NSE,Technology,2023-10-24,1273.8,1287.66,1182.19,1195.54,1202.04,4065047.0,,23.99,1.64,3.242,0.961,1599.06,1184.86,5.1,Sectoral_Portfolio,Buy,1309.0,1213.99,INR,,
IN000341,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2020-01-06,2399.65,2511.15,2375.58,2501.3,2536.51,950000.0,2431941.86,43.13,,1.933,,3241.09,1680.21,3.5,Nifty50_Portfolio,Strong Buy,861.0,2639.19,INR,,
IN003098,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2022-03-07,1739.45,1783.45,1689.68,1774.79,1746.53,2053756.0,1088795.63,25.25,6.7,2.925,0.78,2201.1,1335.97,0.5,Midcap_Portfolio,Sell,1508.0,1434.55,INR,,
IN001602,RELIANCE,Reliance Industries,NSE,Energy,2022-11-25,2194.84,2232.39,2163.77,2223.65,2254.68,3004406.0,2176536.99,15.85,6.03,1.738,,2133.259243495481,1689.87,1.2,Nifty50_Portfolio,Buy,685.0,2468.04,INR,,
IN002797,INFY,Infosys,NSE,Technology,2020-06-19,1456.96,1489.91,1422.51,1458.18,1409.31,2254817.0,1029521.8,19.84,1.54,3.569,1.662,1980.8,1404.46,0.5,Nifty50_Portfolio,,1881.0,1503.9,INR,,
IN003114,BHARTIARTL,Bharti Airtel,NSE,Telecom,2021-11-19,916.65,978.72,915.56,951.58,970.63,1257581.0,303039.74,69.5,10.75,3.966,1.056,1149.48,587.56,2.3,Sectoral_Portfolio,Strong Buy,690.0,832.62,INR,,
IN004771,BHARTIARTL,Bharti Airtel,NSE,Telecom,2020-07-23,891.97,927.13,887.71,908.54,934.75,147219.0,477511.68,47.83,6.47,,1.156,994.73,715.69,3.5,Sectoral_Portfolio,Buy,1913.0,930.56,INR,,
IN000481,HCLTECH,HCL Technologies,NSE,Technology,2024-07-15,1564.1,1596.65,1519.71,,1597.38,1281734.0,1455683.51,44.31,11.61,2.255,1.745,2069.18,1002.38,3.5,Midcap_Portfolio,Sell,1551.0,1181.47,INR,,
IN002925,HDFCBANK,HDFC Bank,NSE,Banking,2022-01-14,1552.11,1663.58,1550.48,1631.67,1569.25,3445784.0,411731.17,26.9,2.48,3.222,,1728.87,1327.42,0.0,Midcap_Portfolio,Hold,895.0,1290.53,INR,,
IN003660,SBIN,State Bank of India,NSE,Banking,2022-12-02,612.91,631.16,600.87,621.66,635.14,,368502.84,36.02,1.47,1.885,0.98,779.66,465.41,0.0,Nifty50_Portfolio,Hold,1011.0,531.0,INR,,
IN004037,TCS,Tata Consultancy Services,NSE,Technology,2023-03-15,3534.96,3643.52,3487.63,3621.08,3485.94,1973732.0,2402895.88,78.74,10.65,1.006,,4470.56,2875.52,0.5,Nifty50_Portfolio,Strong Buy,1066.0,3871.09,INR,,
IN003516,TECHM,Tech Mahindra,NSE,Technology,2023-11-16,1350.55,1409.63,1328.64,1399.86,1413.94,353144.0,,,4.61,0.976,1.059,1581.63,793.2,2.3,Midcap_Portfolio,Buy,567.0,1551.09,INR,,
IN004715,HCLTECH,HCL Technologies,NSE,Technology,2022-10-17,1490.44,1524.07,1458.28,1520.82,1530.75,2662524.0,244898.0,66.62,14.84,0.959,0.572,1631.45,1234.17,0.0,Sectoral_Portfolio,Hold,1216.0,1253.01,INR,,
IN003159,BHARTIARTL,Bharti Airtel,NSE,Telecom,2024-10-03,878.12,958.31,875.16,931.85,923.31,1539372.0,,75.64,14.51,0.692,1.107,946.11,592.4,3.5,Midcap_Portfolio,Hold,1033.0,1111.65,INR,,
IN000800,TECHM,Tech Mahindra,NSE,Technology,2021-04-15,1280.05,1286.62,1274.85,1285.81,1322.75,4600854.0,1119505.06,73.35,13.38,0.803,1.686,1809.55,1174.55,3.5,Sectoral_Portfolio,Hold,1105.0,1239.48,INR,,
IN001767,MARUTI,Maruti Suzuki,BSE,Automobile,2022-12-20,10035.63,10876.02,9916.53,10643.28,10694.49,,887414.12,59.57,7.13,1.652,1.947,10511.06,8577.34,2.3,Nifty50_Portfolio,Underperform,1941.0,7753.67,INR,,
IN004548,ICICIBANK,ICICI Bank,NSE,Banking,2021-09-30,951.84,990.94,927.33,982.07,943.18,2461030.0,,8.17,9.91,3.103,1.915,1131.03,621.3,0.0,Sectoral_Portfolio,Buy,590.0,770.99,INR,,
IN002454,HDFCBANK,HDFC Bank,NSE,Banking,2020-05-28,1602.05,1700.87,1600.72,1676.63,1682.04,,926285.72,41.01,3.16,2.085,1.605,1942.36,1037.95,5.1,Midcap_Portfolio,,603.0,1635.79,INR,,
IN002981,HINDUNILVR,Hindustan Unilever,NSE,,2024-11-11,2465.02,2486.41,2423.51,2477.26,2518.18,1970339.0,1834357.34,55.4,11.91,1.923,1.594,2972.5,2143.19,2.3,Midcap_Portfolio,Hold,1774.0,2875.27,INR,,
IN003948,BHARTIARTL,Bharti Airtel,NSE,Telecom,2021-01-07,928.84,989.05,915.95,,991.6,4782166.0,766001.29,17.24,,1.595,,1143.42,612.58,0.5,Midcap_Portfolio,buy,1206.0,848.8,INR,,
